Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Vitamin D (D2 + D3),Cholesterol,"Fatty acids, total saturated",Potassium,Energy,novaclass
2.2,0.13,4.33,0.5,3.7,117.0,2.57,226.0,0.0,0.0,0.02,762.0,22.0,1
1.8,0.2,3.74,1.1,1.6,51.0,1.8,213.0,0.0,0.0,0.03,379.0,19.0,1
2.45,0.42,5.69,0.46,3.6,145.0,0.19,20.0,0.0,0.0,0.055,169.0,30.0,1
2.6,0.7,5.5,4.4,1.1,81.0,1.3,14.0,0.0,0.0,0.023,606.0,32.0,1
2.7,0.7,9.2,0.71,3.5,187.0,3.1,76.0,0.0,0.0,0.17,397.0,45.0,1
2.7,0.2,4.9,1.6,3.3,103.0,1.46,25.0,0.0,0.0,0.01,354.0,26.0,1
1.43,0.25,4.48,0.6,0.9,19.0,0.57,22.0,0.0,0.0,0.06,302.0,23.0,1
2.86,0.39,3.63,0.42,2.2,99.0,2.71,79.0,0.0,0.0,0.063,558.0,23.0,1
2.81,0.5,3.4,0.4,2.4,127.0,2.3,322.0,0.0,0.0,0.081,346.0,23.0,3
2.3,0.1,1.29,0.2,0.5,120.0,0.2,41.0,0.0,0.0,0.027,330.0,11.0,1
2.82,0.37,6.64,1.7,2.6,47.0,0.73,33.0,0.0,0.0,0.039,316.0,34.0,1
0.93,0.24,9.58,4.74,2.8,33.0,0.3,69.0,0.0,0.0,0.037,320.0,41.0,1
0.64,0.19,5.54,2.48,1.5,25.0,0.64,242.0,0.0,0.0,0.036,179.0,25.0,3
0.95,0.13,8.59,2.2,1.5,28.0,0.58,4.0,0.0,0.0,0.027,350.0,34.0,1
0.98,0.2,20.93,15.4,2.5,15.0,0.8,44.0,0.0,0.0,0.041,185.0,89.0,3
0.98,0.2,20.93,15.4,2.5,15.0,0.8,44.0,0.0,0.0,0.041,185.0,89.0,3
2.94,32.35,56.82,8.82,8.8,59.0,2.12,35.0,0.0,0.0,2.941,925.0,532.0,4
0.88,0.2,3.89,2.63,1.2,10.0,0.27,5.0,0.0,0.0,0.028,237.0,18.0,1
1.2,0.2,5.1,4.0,1.1,13.0,0.51,13.0,0.0,0.0,0.028,204.0,23.0,1
0.78,0.13,4.0,2.38,1.0,31.0,0.97,143.0,0.0,0.0,0.018,188.0,17.0,3
0.78,0.13,4.0,2.38,1.0,31.0,0.97,143.0,0.0,0.0,0.018,188.0,17.0,3
0.91,0.19,6.19,3.52,1.0,34.0,1.33,221.0,0.0,0.0,0.026,207.0,26.0,4
0.91,0.19,6.19,3.52,1.0,34.0,1.33,221.0,0.0,0.0,0.026,207.0,26.0,4
0.76,0.05,4.24,3.56,0.4,10.0,0.43,269.0,0.0,0.0,0.008,229.0,17.0,3
0.63,0.09,4.55,3.3,0.8,11.0,0.42,198.0,0.0,0.0,0.013,193.0,19.0,3
0.63,0.09,4.55,3.3,0.8,11.0,0.42,198.0,0.0,0.0,0.013,193.0,19.0,3
1.74,0.31,25.15,22.77,0.3,18.0,0.51,1114.0,0.0,0.0,0.043,382.0,97.0,4
1.74,0.31,25.15,22.77,0.3,18.0,0.51,20.0,0.0,0.0,0.043,382.0,97.0,4
2.5,0.3,19.79,10.54,5.9,20.0,0.8,1338.0,0.0,0.0,0.045,370.0,104.0,4
1.54,0.16,6.26,3.06,1.6,27.0,0.46,600.0,0.0,0.0,0.03,297.0,27.0,4
1.54,0.16,6.26,3.06,1.6,27.0,0.46,600.0,0.0,0.0,0.03,297.0,27.0,4
1.13,0.89,6.36,3.5,1.9,9.0,0.65,600.0,0.0,0.0,0.0,259.0,38.0,4
1.41,1.48,7.53,5.5,1.8,27.0,0.78,419.0,0.0,2.0,0.17,319.0,49.0,4
1.41,1.48,8.06,5.5,1.8,27.0,0.78,30.0,0.0,2.0,0.17,319.0,51.0,4
1.41,1.48,7.53,5.5,1.8,27.0,0.78,419.0,0.0,2.0,0.17,319.0,49.0,4
1.41,1.48,8.06,5.5,1.8,27.0,0.78,30.0,0.0,2.0,0.17,319.0,51.0,4
0.94,0.74,8.77,7.36,1.4,13.0,0.76,546.0,0.0,0.0,0.133,398.0,41.0,3
0.0,0.29,36.25,26.06,0.6,12.0,0.21,847.0,0.0,0.0,0.0,208.0,150.0,4
0.0,0.29,36.25,26.06,0.6,12.0,0.21,133.0,0.0,0.0,0.0,208.0,150.0,4
1.25,0.23,22.04,9.82,1.5,19.0,1.37,1647.0,0.0,0.0,0.0,312.0,95.0,4
1.36,1.05,28.22,11.83,1.8,26.0,0.83,983.0,0.0,0.0,0.0,309.0,124.0,4
1.46,0.44,15.22,8.23,1.1,13.0,0.59,377.0,0.0,0.0,0.115,562.0,66.0,4
0.93,0.61,7.17,3.9,0.4,29.0,0.18,356.0,0.0,2.0,0.286,111.0,38.0,4
0.79,0.28,6.57,3.97,0.6,8.0,0.54,33.0,0.0,0.0,0.076,112.0,30.0,4
1.78,1.71,8.44,0.73,0.6,9.0,0.45,367.0,0.0,2.0,0.635,88.0,56.0,4
1.78,1.71,8.44,0.73,0.6,9.0,0.45,367.0,0.0,2.0,0.635,88.0,56.0,4
1.64,2.12,17.08,5.9,1.3,18.0,0.62,635.0,0.0,1.0,0.4,257.0,93.0,4
0.82,1.06,8.54,2.95,0.7,11.0,0.31,319.0,0.0,1.0,0.2,129.0,47.0,4
0.86,0.79,4.89,1.57,0.3,10.0,0.44,338.0,0.0,0.0,0.12,86.0,28.0,4
3.99,0.69,2.1,0.18,1.9,32.0,0.96,6.0,0.0,0.0,0.069,79.0,23.0,1
2.0,0.01,17.44,9.6,1.6,14.0,3.4,4.0,0.0,0.0,0.0,429.0,73.0,1
2.2,0.12,3.88,1.88,2.1,24.0,2.14,2.0,0.0,0.0,0.04,202.0,20.0,1
3.04,0.18,5.94,4.13,1.8,13.0,0.91,6.0,0.0,0.0,0.046,149.0,30.0,1
1.83,0.22,6.97,3.26,2.7,37.0,1.03,6.0,0.0,0.0,0.05,211.0,31.0,1
6.84,0.86,20.17,1.48,4.9,34.0,3.14,8.0,0.0,0.0,0.198,467.0,113.0,1
1.61,0.17,9.56,6.76,2.8,16.0,0.8,78.0,0.0,0.0,0.027,325.0,43.0,1
2.95,0.3,6.09,3.03,3.2,33.0,0.73,23.0,0.0,0.0,0.047,300.0,31.0,1
3.38,0.3,8.95,2.2,3.8,42.0,1.4,25.0,0.0,0.0,0.062,389.0,43.0,1
1.28,0.1,5.8,3.2,2.5,40.0,0.47,18.0,0.0,0.0,0.034,170.0,25.0,1
1.5,0.2,2.18,1.18,1.0,105.0,0.8,65.0,0.0,0.0,0.027,252.0,13.0,1
1.43,0.16,7.37,3.83,2.1,45.0,0.8,27.0,0.0,0.0,0.021,243.0,31.0,1
1.32,0.09,3.33,1.15,2.2,164.0,0.59,21.0,0.0,0.0,0.016,257.0,16.0,1
1.92,0.28,4.97,1.91,2.0,22.0,0.42,30.0,0.0,0.0,0.064,299.0,25.0,1
0.69,0.17,2.97,1.83,1.6,40.0,0.2,80.0,0.0,0.0,0.042,260.0,16.0,1
0.69,0.17,2.97,1.83,1.6,40.0,0.2,80.0,0.0,0.0,0.042,260.0,16.0,1
3.27,0.73,4.35,1.85,2.5,92.0,1.6,3.0,0.0,0.0,0.146,296.0,30.0,1
2.13,0.52,3.67,0.87,2.8,67.0,1.77,46.0,0.0,0.0,0.014,521.0,23.0,1
3.27,1.35,18.7,6.26,2.0,2.0,0.52,15.0,0.0,0.0,0.325,270.0,86.0,1
0.59,0.16,2.16,1.38,0.7,14.0,0.22,2.0,0.0,0.0,0.013,136.0,12.0,1
1.01,0.19,5.7,2.35,3.4,9.0,0.24,2.0,0.0,0.0,0.034,230.0,24.0,1
6.36,0.5,33.06,1.0,2.1,181.0,1.7,17.0,0.0,0.0,0.089,401.0,149.0,1
0.72,0.09,8.82,1.8,4.9,12.0,0.6,4.0,0.0,0.0,0.021,150.0,38.0,1
1.7,0.1,6.2,2.6,3.6,24.0,0.4,20.0,0.0,0.0,0.013,350.0,27.0,1
1.5,0.3,14.15,3.9,1.8,59.0,2.1,20.0,0.0,0.0,0.04,180.0,61.0,1
0.9,0.14,2.97,1.97,1.2,18.0,0.41,10.0,0.0,0.0,0.018,141.0,14.0,1
1.35,0.22,2.23,0.94,1.1,35.0,1.24,5.0,0.0,0.0,0.029,238.0,13.0,1
2.58,0.66,3.65,2.05,1.6,160.0,1.46,27.0,0.0,0.0,0.086,369.0,25.0,1
3.09,0.34,3.26,1.98,1.0,3.0,0.5,5.0,0.2,0.0,0.05,318.0,22.0,1
1.83,0.19,7.34,2.33,2.6,72.0,1.48,16.0,0.0,0.0,0.032,276.0,32.0,1
1.1,0.1,9.34,4.24,1.7,23.0,0.21,4.0,0.0,0.0,0.042,146.0,40.0,1
2.97,0.79,6.33,0.85,3.3,138.0,6.2,56.0,0.0,0.0,0.132,554.0,36.0,1
5.42,0.4,14.45,5.67,5.1,25.0,1.47,5.0,0.0,0.0,0.071,244.0,81.0,1
0.86,0.17,4.64,2.4,1.7,10.0,0.34,3.0,0.0,0.0,0.058,175.0,20.0,1
1.74,0.44,6.7,3.83,3.7,11.0,0.86,10.0,0.0,0.0,0.059,305.0,32.0,1
0.86,0.17,4.64,2.4,1.7,10.0,0.34,3.0,0.0,0.0,0.058,175.0,20.0,1
0.86,0.17,4.64,2.4,1.7,10.0,0.34,3.0,0.0,0.0,0.058,175.0,20.0,1
0.99,0.3,6.03,4.2,2.1,7.0,0.43,4.0,0.0,0.0,0.027,211.0,31.0,1
1.66,0.45,5.35,1.95,3.4,14.0,0.46,13.0,0.0,0.0,0.048,256.0,27.0,1
0.68,0.1,3.4,1.86,1.6,25.0,0.34,39.0,0.0,0.0,0.032,233.0,16.0,1
1.2,0.2,8.13,5.6,2.5,47.0,0.52,20.0,0.0,0.0,0.027,337.0,36.0,1
2.8,0.2,7.55,4.0,2.6,43.0,2.08,4.0,0.0,0.0,0.039,200.0,42.0,1
1.21,0.18,3.35,2.2,1.1,15.0,0.35,2.0,0.0,0.0,0.044,262.0,16.0,1
1.21,0.32,3.11,2.5,1.0,16.0,0.37,8.0,0.0,0.0,0.084,261.0,17.0,1
0.9,0.1,6.43,3.8,1.8,30.0,0.3,67.0,0.0,0.0,0.011,191.0,28.0,1
2.65,8.57,10.96,0.91,7.9,19.0,0.61,55.0,0.0,0.0,1.214,262.0,122.0,3
2.14,0.65,2.46,1.06,1.6,16.0,1.83,287.0,0.0,0.0,0.147,172.0,19.0,3
1.15,0.1,4.5,0.96,1.3,26.0,0.9,251.0,0.0,0.0,0.022,109.0,20.0,3
0.91,0.14,7.21,5.51,1.8,15.0,1.82,194.0,0.0,0.0,0.022,148.0,31.0,3
2.46,1.11,17.77,3.04,1.9,4.0,0.55,186.0,0.0,0.0,0.161,138.0,79.0,3
1.74,0.42,18.13,3.23,1.2,3.0,0.38,285.0,0.0,0.0,0.065,134.0,72.0,4
2.46,1.11,17.77,3.04,1.9,4.0,0.55,186.0,0.0,0.0,0.161,138.0,79.0,3
1.74,0.42,18.13,3.23,1.2,3.0,0.38,285.0,0.0,0.0,0.065,134.0,72.0,4
1.74,0.42,18.13,3.23,1.2,3.0,0.38,285.0,0.0,0.0,0.065,134.0,72.0,4
2.62,1.0,18.59,2.4,2.0,5.0,0.86,323.0,0.0,0.0,0.154,195.0,81.0,3
1.74,0.42,18.13,2.21,1.2,3.0,0.38,285.0,0.0,0.0,0.065,134.0,72.0,4
1.74,0.42,18.13,2.21,1.2,3.0,0.38,285.0,0.0,0.0,0.065,134.0,72.0,4
1.48,0.88,14.26,1.82,2.5,10.0,0.62,210.0,0.0,0.0,0.123,9.0,72.0,3
1.87,0.29,5.09,2.34,2.4,11.0,0.79,425.0,0.2,0.0,0.038,129.0,25.0,3
4.47,0.8,11.36,2.99,4.9,23.0,1.18,273.0,0.0,0.0,0.143,106.0,68.0,3
1.35,0.37,6.24,3.32,2.3,7.0,2.06,17.0,0.0,0.0,0.055,193.0,28.0,3
0.88,0.06,12.3,2.46,2.5,4.0,0.87,8.0,0.0,0.0,0.016,118.0,50.0,1
40.44,7.61,41.22,0.0,26.9,30.0,2.17,51.0,0.0,0.0,1.001,955.0,325.0,2
23.88,0.9,20.42,1.6,6.5,67.0,4.04,2962.0,0.0,0.0,0.0,2100.0,185.0,4
3.17,4.83,12.82,2.91,2.3,40.0,0.74,379.0,0.1,1.0,1.04,175.0,103.0,4
20.29,11.05,56.15,22.48,19.0,259.0,6.18,511.0,0.0,0.0,1.446,1690.0,376.0,4
7.08,19.73,31.39,4.71,1.5,99.0,1.89,479.0,0.2,41.0,3.724,209.0,331.0,4
1.58,0.19,6.09,2.84,2.3,33.0,0.91,257.0,0.0,0.0,0.043,187.0,28.0,3
0.8,0.08,16.28,13.59,2.6,11.0,0.41,264.0,0.0,0.0,0.013,148.0,65.0,3
0.61,0.15,2.69,1.64,1.4,34.0,0.19,256.0,0.0,0.0,0.037,212.0,16.0,3
1.72,0.55,19.02,9.98,1.6,14.0,0.41,378.0,0.0,0.0,0.075,186.0,84.0,3
1.6,0.1,5.67,1.3,3.1,48.0,0.49,277.0,0.0,0.0,0.013,853.0,30.0,3
0.61,0.08,37.38,35.25,0.8,48.0,0.56,21.0,0.0,0.0,0.014,147.0,152.0,3
1.57,0.23,3.96,1.43,1.2,91.0,0.82,624.0,0.0,0.0,0.032,245.0,21.0,3
0.6,0.14,2.59,1.31,1.1,42.0,0.37,875.0,0.0,0.0,0.036,92.0,12.0,4
0.37,0.47,35.06,29.13,1.1,3.0,0.87,811.0,0.0,0.0,0.054,25.0,130.0,4
0.33,0.2,2.26,1.06,1.2,0.0,0.4,1208.0,0.0,0.0,0.052,23.0,11.0,3
0.58,0.41,21.15,18.27,1.0,61.0,0.25,457.0,0.0,0.0,0.067,100.0,91.0,3
0.9,0.7,9.77,4.8,2.5,25.0,0.77,1674.0,0.0,0.0,0.14,12.0,49.0,3
1.18,0.69,11.29,7.99,3.3,56.0,0.42,314.0,0.0,0.0,0.09,246.0,48.0,4
1.5,0.9,26.64,23.88,1.5,23.0,1.4,527.0,0.0,0.0,0.149,200.0,121.0,3
0.33,0.2,2.26,1.06,1.2,0.0,0.4,18.0,0.0,0.0,0.052,23.0,11.0,4
2.65,0.29,2.89,1.74,0.9,3.0,0.43,225.0,0.2,0.0,0.043,253.0,21.0,3
4.37,4.01,5.33,0.86,3.3,58.0,1.51,1135.0,0.0,0.0,0.248,138.0,67.0,3
1.72,0.09,6.13,1.07,2.7,67.0,0.67,227.0,0.0,0.0,0.022,241.0,29.0,3
0.92,11.27,5.4,0.16,3.1,78.0,2.46,981.0,0.0,0.0,1.493,18.0,117.0,3
1.03,15.32,3.84,0.54,3.3,52.0,0.49,1556.0,0.0,0.0,2.029,42.0,145.0,3
0.88,9.54,6.06,0.0,3.0,90.0,3.31,735.0,0.0,0.0,1.263,8.0,105.0,3
1.04,13.22,4.02,0.84,3.1,46.0,0.66,1340.0,0.0,0.0,1.751,58.0,128.0,3
1.29,0.76,0.8,0.13,0.6,12.0,1.16,633.0,0.0,0.0,0.106,128.0,12.0,3
0.82,0.19,9.04,6.84,1.6,10.0,0.32,147.0,0.0,0.0,0.037,164.0,40.0,3
1.54,0.24,11.6,8.07,1.3,15.0,0.85,847.0,0.0,0.0,0.028,261.0,49.0,4
0.6,0.14,2.59,1.31,1.1,42.0,0.37,875.0,0.0,0.0,0.036,92.0,12.0,3
0.39,0.5,36.94,30.7,1.2,3.0,0.92,855.0,0.0,0.0,0.057,26.0,137.0,4
1.1,0.3,5.2,2.0,2.2,28.0,0.23,789.0,0.0,0.0,0.092,333.0,28.0,4
1.36,0.2,37.58,34.08,0.3,76.0,1.05,142.0,0.0,0.0,0.059,113.0,156.0,3
0.69,0.15,8.65,6.8,0.7,19.0,0.3,435.0,0.0,0.0,0.033,166.0,36.0,3
1.03,0.2,5.61,2.88,1.9,21.0,0.3,209.0,0.0,0.0,0.038,213.0,27.0,3
0.84,0.14,9.95,7.35,1.6,23.0,0.26,191.0,0.0,0.0,0.017,147.0,43.0,3
1.05,0.32,8.26,6.84,1.1,18.0,0.38,167.0,0.0,0.0,0.067,206.0,38.0,3
1.32,4.46,7.03,1.35,0.6,32.0,0.5,516.0,0.0,11.0,1.12,98.0,72.0,4
2.9,0.1,1.8,0.59,0.2,10.0,0.4,303.0,0.0,0.0,0.01,92.0,19.0,4
2.9,0.1,1.8,0.59,0.2,10.0,0.4,303.0,0.0,0.0,0.01,92.0,19.0,4
0.79,2.88,3.29,0.72,0.0,7.0,0.54,318.0,0.0,0.0,0.676,30.0,42.0,4
1.61,5.89,6.72,1.46,0.0,12.0,1.11,702.0,0.0,0.0,1.38,62.0,85.0,4
1.0,3.7,4.53,1.72,0.2,19.0,0.21,20.0,0.0,1.0,1.005,41.0,53.0,4
0.66,1.82,4.4,0.18,0.2,5.0,0.18,403.0,0.0,0.0,0.32,38.0,33.0,4
1.21,1.69,8.1,2.13,0.6,13.0,0.48,383.0,0.0,3.0,0.53,374.0,52.0,4
2.2,4.2,10.4,3.64,0.4,27.0,0.5,637.0,0.0,12.0,1.17,98.0,88.0,4
0.32,0.01,2.77,0.2,0.3,9.0,0.05,346.0,0.0,0.0,0.004,31.0,12.0,4
7.48,0.34,65.07,4.65,6.6,143.0,1.25,8031.0,0.0,0.0,0.089,721.0,293.0,4
3.2,1.09,9.88,3.19,1.9,12.0,0.73,336.0,0.0,0.0,0.524,71.0,61.0,4
3.2,1.09,9.88,3.19,1.9,12.0,0.73,336.0,0.0,0.0,0.524,71.0,61.0,4
3.2,1.09,9.88,3.19,1.9,12.0,0.73,10.0,0.0,0.0,0.524,71.0,62.0,4
2.42,1.56,10.7,1.64,1.3,14.0,0.79,515.0,0.0,1.0,0.36,157.0,66.0,4
1.16,0.44,3.17,0.36,0.3,6.0,0.21,312.0,0.0,0.0,0.22,72.0,21.0,4
11.73,5.09,59.9,3.77,3.0,46.0,3.71,6722.0,0.0,3.0,2.32,605.0,325.0,4
1.1,0.45,6.06,2.15,1.1,12.0,0.33,194.0,0.0,0.0,0.074,217.0,33.0,4
2.0,0.8,9.0,2.13,2.4,20.0,0.72,215.0,0.0,0.0,0.14,186.0,50.0,4
5.1,2.0,8.76,1.42,0.4,11.0,0.61,35.0,0.0,7.0,0.597,153.0,69.0,4
4.45,1.51,8.11,0.89,1.6,13.0,0.89,706.0,0.0,4.0,0.68,138.0,63.0,4
1.72,1.58,9.78,3.13,0.5,17.0,0.88,672.0,0.0,0.0,0.24,171.0,59.0,4
1.46,1.54,7.92,1.83,0.5,23.0,0.68,359.0,0.0,0.0,0.23,165.0,51.0,4
2.13,1.17,8.64,2.17,2.4,25.0,0.74,288.0,0.0,2.0,0.62,255.0,53.0,4
0.87,0.08,0.78,0.45,0.0,5.0,0.09,1325.0,0.0,0.0,0.0,23.0,7.0,4
2.5,1.3,5.7,2.33,1.8,89.0,0.62,49.0,0.0,5.0,0.702,191.0,37.0,4
3.02,2.22,8.53,1.5,2.0,74.0,0.36,102.0,0.0,6.0,1.264,168.0,64.0,4
0.8,0.15,6.6,3.4,1.7,22.0,0.38,59.0,0.0,0.0,0.027,199.0,29.0,3
0.8,0.1,6.0,3.64,1.7,22.0,0.37,69.0,0.0,0.0,0.018,196.0,26.0,3
0.8,0.2,7.2,3.16,1.7,23.0,0.39,49.0,0.0,0.0,0.036,202.0,32.0,3
0.6,0.3,5.23,2.5,2.3,19.0,0.2,48.0,0.0,0.0,0.052,129.0,26.0,3
2.04,0.26,7.18,2.82,1.8,20.0,0.66,37.0,0.0,0.0,0.044,151.0,38.0,3
0.81,0.2,5.73,3.3,0.9,24.0,0.32,5.0,0.0,0.0,0.02,185.0,26.0,3
0.81,0.2,5.73,3.37,0.9,24.0,0.32,5.0,0.0,0.0,0.02,185.0,28.0,3
0.81,0.2,5.73,3.24,0.9,24.0,0.32,5.0,0.0,0.0,0.02,185.0,24.0,3
2.0,0.6,9.26,2.93,2.0,32.0,0.4,5.0,0.0,0.0,0.095,352.0,50.0,3
1.26,0.28,15.23,4.0,1.8,18.0,0.31,14.0,0.0,1.0,0.053,154.0,68.0,3
1.1,0.1,13.6,4.14,1.5,16.0,0.38,20.0,0.0,0.0,0.021,253.0,58.0,3
1.1,0.1,13.2,4.05,1.5,16.0,0.37,22.0,0.0,0.0,0.021,263.0,57.0,3
1.1,0.1,14.0,4.24,1.5,16.0,0.39,18.0,0.0,0.0,0.021,243.0,60.0,3
1.2,0.14,6.04,1.48,2.0,52.0,0.88,6.0,0.0,0.0,0.031,137.0,26.0,3
1.2,0.17,6.29,1.88,2.2,39.0,0.67,7.0,0.0,0.0,0.039,146.0,27.0,3
1.2,0.1,5.8,1.08,1.9,65.0,1.08,5.0,0.0,0.0,0.023,128.0,24.0,3
1.2,0.2,5.7,1.06,1.3,27.0,0.4,37.0,0.0,0.0,0.044,116.0,29.0,3
2.2,1.9,9.0,2.35,1.4,60.0,0.5,18.0,0.0,5.0,1.117,148.0,62.0,3
1.3,0.1,7.7,6.09,1.9,14.0,0.32,83.0,0.0,0.0,0.016,182.0,34.0,3
1.4,0.4,15.18,1.36,2.1,12.0,0.28,48.0,0.0,1.0,0.075,86.0,61.0,3
1.4,0.4,14.1,1.23,2.1,20.0,0.28,43.0,0.0,1.0,0.076,90.0,57.0,3
1.4,0.4,16.25,1.48,2.1,4.0,0.27,52.0,0.0,1.0,0.074,81.0,65.0,3
1.63,0.37,7.68,1.97,1.5,17.0,0.52,22.0,0.0,0.0,0.068,155.0,35.0,3
1.75,0.35,7.42,2.07,1.5,20.0,0.57,16.0,0.0,0.0,0.062,148.0,34.0,3
1.4,0.4,8.2,1.78,1.5,11.0,0.41,36.0,0.0,0.0,0.079,170.0,36.0,3
3.27,0.43,8.36,2.01,2.0,18.0,0.95,5.0,0.0,0.0,0.07,106.0,50.0,3
3.27,0.43,8.36,2.01,2.0,18.0,0.95,5.0,0.0,0.0,0.07,106.0,50.0,3
3.27,0.43,8.36,2.01,2.0,18.0,0.95,5.0,0.0,0.0,0.07,106.0,50.0,3
3.9,0.8,10.3,4.13,3.9,21.0,1.0,48.0,0.0,0.0,0.14,81.0,64.0,3
1.0,0.1,11.73,0.91,0.9,4.0,0.2,57.0,0.0,0.0,0.015,110.0,52.0,3
1.9,1.5,12.1,2.39,1.1,14.0,0.4,14.0,0.0,0.0,0.14,135.0,69.0,3
3.4,0.5,11.49,2.88,2.5,14.0,1.5,6.0,0.0,0.0,0.1,93.0,64.0,3
2.21,3.6,8.84,2.34,1.3,17.0,0.35,31.0,0.0,7.0,0.87,145.0,77.0,3
2.21,3.6,8.84,2.34,1.3,17.0,0.35,31.0,0.0,7.0,1.367,145.0,77.0,3
3.59,2.48,6.34,1.43,1.4,37.0,0.52,17.0,0.0,13.0,0.51,170.0,62.0,3
2.51,2.17,11.04,5.37,1.3,30.0,0.45,22.0,0.1,11.0,0.572,200.0,74.0,3
2.47,1.73,8.42,1.58,2.1,27.0,0.53,24.0,0.1,11.0,0.496,158.0,59.0,3
2.04,1.12,8.66,1.46,1.1,27.0,0.33,34.0,0.0,7.0,0.302,83.0,53.0,3
2.19,2.14,7.8,1.37,1.6,16.0,0.41,16.0,0.1,5.0,0.764,141.0,59.0,3
3.5,2.0,11.97,0.8,1.2,53.0,0.4,205.0,0.0,6.0,1.1,143.0,78.0,4
1.13,1.47,7.64,1.18,0.9,38.0,0.24,176.0,0.0,3.0,0.632,118.0,48.0,4
2.02,1.32,7.58,1.45,1.2,22.0,0.36,32.0,0.0,4.0,0.36,100.0,50.0,3
2.32,0.9,7.62,1.54,1.5,27.0,0.37,20.0,0.0,4.0,0.236,102.0,48.0,3
1.72,1.74,7.55,1.36,0.9,16.0,0.36,45.0,0.0,4.0,0.485,98.0,53.0,3
0.51,70.46,0.46,0.03,0.0,22.0,0.01,676.0,1.5,108.0,31.727,27.0,625.0,2
0.85,81.11,0.06,0.06,0.0,24.0,0.02,714.0,1.5,215.0,51.368,24.0,717.0,2
0.85,81.11,0.06,0.06,0.0,24.0,0.02,714.0,1.5,215.0,51.368,24.0,717.0,2
0.85,81.11,0.06,0.06,0.0,24.0,0.16,827.0,1.5,219.0,50.489,26.0,717.0,2
0.85,81.11,0.06,0.06,0.0,24.0,0.02,11.0,1.5,215.0,51.368,24.0,717.0,2
0.85,81.11,0.06,0.06,0.0,24.0,0.02,11.0,1.5,215.0,51.368,24.0,717.0,2
3.3,55.1,0.0,0.0,0.0,48.0,1.09,450.0,1.0,106.0,34.321,71.0,509.0,4
3.3,55.1,0.0,0.0,0.0,48.0,1.09,450.0,1.0,106.0,34.321,71.0,509.0,4
0.53,59.35,0.1,0.0,0.0,21.0,0.0,713.0,1.6,1.0,10.168,30.0,528.0,4
0.16,80.71,0.7,0.0,0.0,3.0,0.06,751.0,1.6,0.0,15.189,18.0,717.0,4
0.22,80.17,0.75,0.0,0.0,3.0,0.0,657.0,1.6,0.0,14.224,17.0,713.0,4
0.22,80.17,0.75,0.0,0.0,3.0,0.0,657.0,1.6,0.0,14.224,17.0,713.0,4
0.16,80.71,0.7,0.0,0.0,3.0,0.06,2.0,1.6,0.0,15.189,18.0,717.0,4
0.12,60.39,0.69,0.0,0.0,21.0,0.0,785.0,1.6,0.0,10.884,30.0,537.0,4
0.3,70.0,0.5,0.0,0.0,20.0,0.01,590.0,0.0,0.0,13.3,25.0,630.0,4
0.22,80.17,0.75,0.0,0.0,3.0,0.0,28.0,0.0,0.0,14.224,17.0,713.0,4
0.22,80.17,0.75,0.0,0.0,3.0,0.0,28.0,0.0,0.0,14.224,17.0,713.0,4
0.17,59.81,0.86,0.0,0.0,21.0,0.0,640.0,1.6,1.0,12.086,30.0,533.0,4
0.6,59.17,0.0,0.0,0.0,21.0,0.0,713.0,1.6,1.0,10.042,30.0,527.0,4
0.17,59.81,0.86,0.0,0.0,21.0,0.0,2.0,1.6,1.0,12.086,30.0,534.0,4
0.17,59.81,0.86,0.0,0.0,21.0,0.0,2.0,1.6,1.0,12.086,30.0,534.0,4
0.23,59.71,0.73,0.0,0.0,21.0,0.0,640.0,1.6,1.0,11.779,30.0,533.0,4
0.0,52.0,16.7,16.7,0.0,0.0,0.0,542.0,0.0,0.0,8.35,30.0,534.0,4
0.51,37.77,0.66,0.0,0.0,6.0,0.02,589.0,1.6,0.0,8.637,34.0,339.0,4
2.0,35.0,2.0,0.0,0.0,50.0,0.02,630.0,0.0,0.0,7.0,64.0,330.0,4
0.51,37.77,0.66,0.0,0.0,6.0,0.02,589.0,1.6,0.0,8.637,34.0,339.0,4
0.0,19.5,0.4,0.0,0.0,0.0,0.0,733.0,0.0,0.0,2.87,25.0,175.0,4
0.0,19.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,25.0,175.0,4
0.1,3.04,4.34,0.0,0.0,8.0,0.08,580.0,0.0,0.0,2.128,36.0,44.0,4
1.5,3.0,2.5,0.0,0.0,38.0,0.03,833.0,0.0,1.0,0.416,50.0,43.0,4
0.54,60.01,0.1,0.0,0.0,21.0,0.0,713.0,1.6,7.0,11.404,30.0,533.0,4
1.0,40.0,1.0,0.0,0.0,24.0,0.04,786.0,0.0,0.0,7.238,36.0,362.0,4
0.0,53.0,0.0,0.0,0.0,6.0,0.04,581.0,0.0,54.0,17.88,6.0,465.0,4
1.0,50.0,1.0,0.0,0.0,28.0,0.09,607.0,0.0,71.0,16.669,37.0,450.0,4
0.5,80.91,0.38,0.03,0.0,14.0,0.04,732.0,1.6,108.0,33.278,21.0,717.0,4
0.31,80.32,0.77,0.0,0.0,10.0,0.04,633.0,0.0,12.0,14.198,22.0,714.0,4
0.31,80.32,0.77,0.0,0.0,10.0,0.04,633.0,0.0,12.0,14.198,22.0,714.0,4
